id,contig,og,description,start_coord,end_coord
2350,0,OG0002980,putative_L_D-transpeptidase_ErfK/SrfK,2062391,2063326
2351,0,OG0002979,HTH-type_transcriptional_regulator_GltC,2061016,2061933
2352,0,OG0002978,HTH-type_transcriptional_regulator_cbl,2059964,2060914
2353,0,PG0000672_0,putative_FMN/FAD_exporter_YeeO,2057574,2059964
2354,0,OG0002977,putative_transcriptional_regulatory_protein,2056858,2057574
2355,0,OG0002976,AMP_nucleosidase,2055061,2056515
2356,0,PG0000318_0,Inner_membrane_metabolite_transport_protein_YhjE,2053328,2055061
2357,0,PG0001859_0,hypothetical_protein,2052014,2053643
2358,0,PG0000092_0,Invasin,2044897,2052624
2359,0,OG0004092,hypothetical_protein,2044748,2044897
2360,0,OG0001858,Protein_MtfA,2043651,2044448
2361,0,PG0003949_0,Cytochrome_b561,2042025,2043651
2362,0,PG0001028_0,Metal-binding_protein_ZinT,2041118,2042368
2363,0,PG0001027_0,Protein-methionine-sulfoxide_reductase_heme-binding_subunit_MsrQ,2040482,2041375
2364,0,PG0001026_0,Protein-methionine-sulfoxide_reductase_catalytic_subunit_MsrP,2039369,2040483
2365,0,PG0001025_0,5-hydroxyisourate_hydrolase,2038934,2039478
2366,0,PG0001024_0,putative_transcriptional_regulatory_protein_YedW,2038152,2038956
2367,0,PG0001023_0,putative_sensor-like_histidine_kinase_YedV,2036686,2038152
2368,0,PG0000437_0,Molecular_chaperone_Hsp31_and_glyoxalase_3,2035243,2036794
2369,0,PG0004451_0,Outer_membrane_protein_N,2034848,2035835
2370,0,OG0005233,hypothetical_protein,2034756,2034848
2371,0,PG0001674_1,Outer_membrane_protein_C,2033421,2034756
2372,0,PG0004118_0,Inner_membrane_protein_YedR,2033079,2034051
2373,0,PG0003432_0,hypothetical_protein,2032317,2033119
2374,0,PG0000671_0,DNA-cytosine_methyltransferase,2030918,2032384
2375,0,PG0003458_0,Very_short_patch_repair_protein,2030459,2030899
2376,0,PG0003457_0,putative_inner_membrane_transporter_YedA,2029366,2030448
2377,0,PG0003456_0,Inner_membrane_protein_YedI,2028370,2029539
2378,0,PG0003485_0,hypothetical_protein,2028017,2028449
2379,0,PG0000218_0,putative_diguanylate_cyclase_YedQ,2026326,2028188
2380,0,PG0003455_0,Mannosyl-3-phosphoglycerate_phosphatase,2025213,2026323
2381,0,PG0003484_0,hypothetical_protein,2024823,2025511
2382,0,PG0003483_0,Protein_DsrB,2024591,2024986
2383,0,PG0003513_0,Transcriptional_regulatory_protein_RcsA,2023678,2024635
2384,0,PG0003512_0,hypothetical_protein,2022885,2023968
2385,0,PG0000170_0,hypothetical_protein,2022606,2022893
2386,0,PG0000165_0,Flagellar_biosynthetic_protein_FliP,2021869,2022616
2387,0,PG0003538_0,Flagellar_protein_FliO,2021501,2021869
2388,0,PG0000164_0,Flagellar_motor_switch_protein_FliN,2021091,2021504
2389,0,PG0003511_0,Flagellar_motor_switch_protein_FliM,2020082,2021088
2390,0,PG0003531_0,hypothetical_protein,2019513,2020087
2391,0,PG0003530_0,Flagellar_hook-length_control_protein,2018389,2019618
2392,0,PG0003529_0,Flagellar_FliJ_protein,2017927,2018386
2393,0,PG0000163_0,Flagellum-specific_ATP_synthase,2016554,2017946
2394,0,PG0003528_0,Flagellar_assembly_protein_FliH,2015875,2016554
2395,0,PG0000167_0,Flagellar_motor_switch_protein_FliG,2014887,2015868
2396,0,PG0003454_0,Flagellar_M-ring_protein,2013014,2014880
2397,0,PG0003453_0,Flagellar_hook-basal_body_complex_protein_FliE,2012351,2013229
2398,0,PG0004166_0,hypothetical_protein,2011539,2012700
2399,0,OG0004772,hypothetical_protein,2011348,2011539
2400,0,OG0004450,putative_N-acetyltransferase_YsnE,2010600,2011079
2401,0,PG0001022_0,Putative_SOS_response-associated_peptidase_YedK,2009712,2010600
2402,0,OG0003482,Sulfurtransferase_TusA,2009479,2009712
2403,0,PG0003452_0,hypothetical_protein,2008090,2009479
2404,0,OG0003481,hypothetical_protein,2007677,2008090
2405,0,OG0003480,Cytoplasmic_alpha-amylase,2006156,2007643
2406,0,OG0003479,Flagellar_protein_FliT,2005713,2006078
2407,0,OG0003510,Flagellar_protein_FliS,2005303,2005713
2408,0,PG0003478_0,Flagellar_hook-associated_protein_2,2003606,2005303
2409,0,PG0003343_0,Flagellin,2001789,2003872
2410,0,OG0003477,RNA_polymerase_sigma_factor_FliA,2001070,2001789
2411,0,PG0003419_0,Regulator_of_sigma_S_factor_FliZ,2000442,2001070
2412,0,PG0003451_0,L-cystine-binding_protein_FliY,1999480,2000473
2413,0,PG0003450_0,D-cysteine_desulfhydrase,1998479,1999585
2414,0,OG0003499,L-cystine_transport_system_permease_protein_YecS,1997811,1998479
2415,0,OG0003498,Arginine_transport_ATP-binding_protein_ArtM,1997062,1997814
2416,0,OG0003476,Regulatory_protein_SdiA,1996110,1996832
2417,0,OG0003475,hypothetical_protein,1995818,1996042
2418,0,OG0002975,Response_regulator_UvrY,1994703,1995359
2419,0,OG0001857,UvrABC_system_protein_C,1992874,1994706
2420,0,OG0001856,CDP-diacylglycerol--glycerol-3-phosphate_3-phosphatidyltransferase,1992269,1992817
2421,0,OG0001855,hypothetical_protein,1990954,1991619
2422,0,OG0001854,Tyrosine-specific_transport_protein,1989681,1990892
2423,0,OG0001853,hypothetical_protein,1989251,1989490
2424,0,OG0001852,Bacterial_non-heme_ferritin,1988716,1989213
2425,0,OG0003270,hypothetical_protein,1988222,1988545
2426,0,OG0001851,hypothetical_protein,1987507,1987758
2427,0,OG0001850,Bacterial_non-heme_ferritin,1986925,1987428
2428,0,OG0002974,L-arabinose-binding_periplasmic_protein,1985139,1986128
2429,0,OG0002973,Arabinose_import_ATP-binding_protein_AraG,1983555,1985069
2430,0,PG0000436_0,Ribose_import_permease_protein_RbsC,1982387,1983555
2431,0,OG0003269,Trehalose-6-phosphate_phosphatase,1981587,1982387
2432,0,OG0002972,Trehalose-6-phosphate_synthase,1980188,1981612
2433,0,OG0001849,Universal_stress_protein_C,1979753,1980181
2434,0,PG0000003_5,hypothetical_protein,1978895,1979753
2435,0,PG0000000_5,hypothetical_protein,1978197,1978940
2436,0,OG0003308,Flagellar_transcriptional_regulator_FlhD,1977847,1978197
2437,0,OG0003268,Flagellar_transcriptional_regulator_FlhC,1977266,1977844
2438,0,OG0003267,Motility_protein_A,1976252,1977139
2439,0,PG0002971_0,Motility_protein_B,1975324,1976252
2440,0,PG0001848_0,Chemotaxis_protein_CheA,1973339,1975329
2441,0,OG0003153,Chemotaxis_protein_CheW,1972836,1973339
2442,0,OG0002970,Methyl-accepting_chemotaxis_protein_II,1971030,1972691
2443,0,PG0003786_0,Methyl-accepting_chemotaxis_protein_IV,1969364,1971030
2444,0,OG0002969,Chemotaxis_protein_methyltransferase,1968504,1969364
2445,0,PG0001021_0,Chemotaxis_response_regulator_protein-glutamate_methylesterase,1967437,1968504
2446,0,OG0002968,Chemotaxis_protein_CheY,1967048,1967437
2447,0,OG0003152,hypothetical_protein,1966393,1967037
2448,0,PG0000670_0,Flagellar_biosynthetic_protein_FlhB,1965050,1966393
2449,0,OG0002967,Flagellar_biosynthesis_protein_FlhA,1962972,1965050
2450,0,OG0002966,Flagellar_protein_FlhE,1962580,1962972
2451,0,OG0003916,hypothetical_protein,1961972,1962460
2452,0,OG0001847,Arginine--tRNA_ligase,1960062,1961795
2453,0,OG0001846,hypothetical_protein,1959280,1959846
2454,0,OG0001845,Copper_homeostasis_protein_CutC,1958520,1959266
2455,0,OG0002965,Cytochrome_c-type_protein_TorY,1957032,1958132
2456,0,PG0002964_0,Trimethylamine-N-oxide_reductase_2,1954413,1957032
2457,0,OG0001844,tRNA_U34_carboxymethyltransferase,1953442,1954413
2458,0,OG0001843,Carboxy-S-adenosyl-L-methionine_synthase,1952702,1953445
2459,0,OG0003151,Inner_membrane_protein_YecN,1952266,1952661
2460,0,PG0000289_0,hypothetical_protein,1951398,1952266
2461,0,PG0001020_0,Isochorismatase_family_protein_YecD,1950522,1951395
2462,0,OG0001842,Aspartate--tRNA_ligase,1948750,1950522
2463,0,OG0001841,Dihydroneopterin_triphosphate_diphosphatase,1948180,1948689
2464,0,OG0001840,putative_transcriptional_regulatory_protein_YebC,1947411,1948151
2465,0,OG0001839,Crossover_junction_endodeoxyribonuclease_RuvC,1946855,1947376
2466,0,OG0001838,hypothetical_protein,1946251,1946853
2467,0,PG0000669_0,Holliday_junction_ATP-dependent_DNA_helicase_RuvA,1945356,1946251
2468,0,OG0001837,Holliday_junction_ATP-dependent_DNA_helicase_RuvB,1944346,1945356
2469,0,OG0001836,High-affinity_zinc_uptake_system_membrane_protein_ZnuB,1943414,1944199
2470,0,OG0001835,Zinc_import_ATP-binding_protein_ZnuC,1942662,1943417
2471,0,OG0001834,High-affinity_zinc_uptake_system_protein_ZnuA,1941651,1942637
2472,0,PG0001019_0,Murein_DD-endopeptidase_MepM,1940193,1941651
2473,0,PG0001018_0,Lipid_A_biosynthesis_myristoyltransferase,1939091,1940313
2474,0,OG0001833,Pyruvate_kinase_II,1937649,1939091
2475,0,OG0001832,HTH-type_transcriptional_regulator_HexR,1936652,1937521
2476,0,OG0003638,hypothetical_protein,1936480,1936629
2477,0,OG0001831,Glucose-6-phosphate_1-dehydrogenase,1934839,1936314
2478,0,OG0001830,Phosphogluconate_dehydratase,1932793,1934604
2479,0,OG0001829,KHG/KDPG_aldolase,1932115,1932756
2480,0,PG0000435_0,Formate-dependent_phosphoribosylglycinamide_formyltransferase,1930747,1932115
2481,0,OG0001828,hypothetical_protein,1930457,1930747
2482,0,OG0001827,Protein_YebF,1930034,1930390
2483,0,OG0003690,hypothetical_protein,1929767,1929877
2484,0,OG0001826,Inner_membrane_protein_YebE,1929048,1929707
2485,0,OG0001825,Protease_2,1926779,1928839
2486,0,OG0001824,Exodeoxyribonuclease_10,1926120,1926782
2487,0,OG0001823,hypothetical_protein,1925440,1926096
2488,0,PG0000275_0,DNA_polymerase_III_subunit_theta,1924969,1925440
2489,0,OG0001822,Copper_resistance_protein_C,1924595,1924969
2490,0,OG0001821,Inner_membrane_protein_YebZ,1923719,1924591
2491,0,OG0001820,hypothetical_protein,1923365,1923706
2492,0,OG0001819,Serine/threonine-protein_phosphatase_1,1922313,1922969
2493,0,OG0001818,hypothetical_protein,1922037,1922312
2494,0,OG0001817,hypothetical_protein,1921780,1922016
2495,0,OG0001816,Ribosomal_RNA_small_subunit_methyltransferase_F,1920217,1921662
2496,0,OG0001815,Paraquat-inducible_protein_B,1917510,1920143
2497,0,OG0001814,Inner_membrane_protein_YebS,1916258,1917541
2498,0,OG0001813,Free_methionine-R-sulfoxide_reductase,1915631,1916182
2499,0,OG0001812,RNA_chaperone_ProQ,1914836,1915534
2500,0,OG0001811,Tail-specific_protease,1912768,1914816
2501,0,OG0001810,Protease_HtpX,1911695,1912576
2502,0,PG0001017_0,Riboflavin_transporter_RibZ,1910099,1911695
2503,0,OG0001809,Transcriptional_regulator_KdgR,1909308,1910099
2504,0,OG0001808,hypothetical_protein,1908925,1909164
2505,0,OG0001807,hypothetical_protein,1908261,1908548
2506,0,OG0003150,Cold_shock-like_protein_CspC,1907226,1907435
2507,0,OG0001806,23S_rRNA__guanine_745_-N_1__-methyltransferase,1906251,1907060
2508,0,OG0001805,putative_manganese_efflux_pump_MntP,1905688,1906254
2509,0,OG0001804,hypothetical_protein,1904801,1905259
2510,0,PG0000668_0,PTS_system_mannose-specific_EIID_component,1903882,1904801
2511,0,OG0001803,PTS_system_mannose-specific_EIIC_component,1903082,1903882
2512,0,OG0001802,PTS_system_mannose-specific_EIIAB_component,1902048,1903019
2513,0,OG0001801,Magnesium_and_cobalt_efflux_protein_CorC,1900029,1901585
2514,0,OG0001800,Putative_cyclic-di-GMP_phosphodiesterase_AdrB,1898427,1900025
2515,0,OG0001799,L-serine_dehydratase_1,1896932,1898296
2516,0,OG0001798,putative_Nudix_hydrolase_NudL,1896170,1896748
2517,0,OG0001797,Aminodeoxychorismate_synthase_component_1,1894805,1896166
2518,0,OG0001796,hypothetical_protein,1894552,1894731
2519,0,OG0001795,hypothetical_protein,1894133,1894432
2520,0,OG0001794,2-iminobutanoate/2-iminopropanoate_deaminase,1893364,1893711
2521,0,PG0001016_0,putative_ATP-dependent_helicase_DinG,1891267,1893364
2522,0,OG0001793,tRNA_threonylcarbamoyladenosine_biosynthesis_protein_TsaB,1890572,1891267
2523,0,OG0001792,Outer_membrane_protein_slp,1889951,1890532
2524,0,OG0001791,Long-chain-fatty-acid--CoA_ligase,1888061,1889812
2525,0,OG0001790,Ribonuclease_D,1886864,1887979
2526,0,OG0003763,Phthalate_4_5-dioxygenase_oxygenase_reductase_subunit,1885845,1886810
2527,0,OG0003762,Anthranilate_1_2-dioxygenase_large_subunit,1884665,1885789
2528,0,OG0003761,L-carnitine/gamma-butyrobetaine_antiporter,1883203,1884633
2529,0,OG0003760,D-malate_dehydrogenase_[decarboxylating],1881912,1882997
2530,0,OG0003759,HTH-type_transcriptional_regulator_DmlR,1880886,1881809
2531,0,PG0001015_0,Leucine_efflux_protein,1879948,1880886
2532,0,OG0001789,putative_S-adenosyl-L-methionine-dependent_methyltransferase_TehB,1879589,1879948
2533,0,OG0001788,hypothetical_protein,1879403,1879585
2534,0,OG0001787,hypothetical_protein,1879007,1879255
2535,0,PG0001014_0,putative_diguanylate_cyclase_YeaP,1877532,1879007
2536,0,OG0002963,hypothetical_protein,1877278,1877532
2537,0,OG0001786,hypothetical_protein,1876909,1877256
2538,0,OG0001785,2-nitroimidazole_transporter,1875673,1876854
2539,0,OG0001784,HTH-type_transcriptional_regulator_NimR,1874755,1875573
2540,0,OG0001783,hypothetical_protein,1874352,1874798
2541,0,OG0001782,Proline--tRNA_ligase,1873574,1874077
2542,0,PG0001781_0,Putative_diguanylate_cyclase_YeaJ,1871860,1873574
2543,0,OG0001780,Inner_membrane_protein_YeaI,1870385,1871860
2544,0,PG0001013_0,hypothetical_protein,1868842,1870385
2545,0,OG0001779,hypothetical_protein,1866908,1868842
2546,0,OG0001778,MltA-interacting_protein,1865726,1866472
2547,0,PG0000667_0,Glyoxal_reductase,1864734,1865726
2548,0,OG0001777,Putative_glucose-6-phosphate_1-epimerase,1863850,1864734
2549,0,OG0001776,Glyceraldehyde-3-phosphate_dehydrogenase_A,1862771,1863766
2550,0,OG0001775,Peptide_methionine_sulfoxide_reductase_MsrB,1862016,1862429
2551,0,OG0001774,hypothetical_protein,1861702,1861974
2552,0,PG0003698_0,D-arabitol-phosphate_dehydrogenase,1860229,1861702
2553,0,PG0003648_0,Inner_membrane_metabolite_transport_protein_YdjE,1858833,1860256
2554,0,PG0003715_0,Sorbitol_dehydrogenase,1857769,1858850
2555,0,PG0003737_0,putative_fructose-bisphosphate_aldolase,1856928,1857790
2556,0,PG0003717_0,putative_sugar_kinase_YdjH,1855971,1856933
2557,0,PG0003707_0,General_stress_protein_69,1854854,1855981
2558,0,OG0003714,Glycerol-3-phosphate_regulon_repressor,1854096,1854854
2559,0,PG0003689_0,Inner_membrane_metabolite_transport_protein_YdjE,1852528,1854096
2560,0,OG0001773,Nicotinamidase,1851887,1852528
2561,0,OG0001772,L-asparaginase_1,1850860,1851876
2562,0,OG0001771,Protease_4,1848837,1850693
2563,0,OG0001770,Putative_NAD_P_H_nitroreductase_YdjA,1848125,1848676
2564,0,OG0001769,Selenide__water_dikinase,1846965,1848008
2565,0,OG0001768,DNA_topoisomerase_3,1844999,1846960
2566,0,PG0003908_0,Inner_membrane_protein_YnjI,1843714,1844999
2567,0,OG0001767,NADP-specific_glutamate_dehydrogenase,1842371,1843714
2568,0,OG0002962,hypothetical_protein,1841863,1842135
2569,0,OG0001766,CTP_pyrophosphohydrolase,1841490,1841897
2570,0,PG0001012_0,Inner_membrane_protein_YnjF,1840774,1841490
2571,0,OG0001765,Thiosulfate_sulfurtransferase_YnjE,1839467,1840774
2572,0,OG0002961,Fe_3+__ions_import_ATP-binding_protein_FbpC_2,1838747,1839400
2573,0,PG0001011_0,Inner_membrane_ABC_transporter_permease_protein_YnjC,1837239,1838747
2574,0,PG0001010_0,hypothetical_protein,1836063,1837212
2575,0,OG0001764,hypothetical_protein,1835515,1836063
2576,0,OG0001763,TVP38/TMEM64_family_inner_membrane_protein_YdjZ,1834808,1835515
2577,0,OG0003149,hypothetical_protein,1834116,1834793
2578,0,OG0002960,TVP38/TMEM64_family_inner_membrane_protein_YdjZ,1833401,1834111
2579,0,OG0001762,Exodeoxyribonuclease_III,1832428,1833234
2580,0,OG0001761,Succinylornithine_transaminase,1830762,1831982
2581,0,OG0001760,Arginine_N-succinyltransferase,1829731,1830765
2582,0,OG0001759,N-succinylglutamate_5-semialdehyde_dehydrogenase,1828256,1829734
2583,0,PG0001009_0,N-succinylarginine_dihydrolase,1826923,1828256
2584,0,PG0000666_0,Succinylglutamate_desuccinylase,1825625,1826916
2585,0,OG0001758,Periplasmic_chaperone_Spy,1825140,1825625
2586,0,OG0001757,Protein_Ves,1824362,1824937
2587,0,OG0001756,Excinuclease_cho,1823515,1824402
2588,0,OG0001755,NH_3_-dependent_NAD_+__synthetase,1822458,1823285
2589,0,OG0001754,Osmotically-inducible_putative_lipoprotein_OsmE,1821918,1822256
2590,0,OG0001753,PTS_system_N_N'-diacetylchitobiose-specific_EIIB_component,1821299,1821619
2591,0,PG0001008_0,PTS_system_N_N'-diacetylchitobiose-specific_EIIC_component,1819805,1821299
2592,0,PG0001007_0,PTS_system_N_N'-diacetylchitobiose-specific_EIIA_component,1819444,1819856
2593,0,PG0000665_0,HTH-type_transcriptional_regulator_ChbR,1818500,1819455
2594,0,PG0000664_0,6-phospho-beta-glucosidase,1817135,1818605
2595,0,PG0001006_0,Chitooligosaccharide_deacetylase_ChbG,1816128,1817148
2596,0,PG0001005_0,Catalase_HPII,1813684,1816386
2597,0,PG0002959_0,Cell_division_activator_CedA,1813132,1813867
2598,0,PG0000256_0,hypothetical_protein,1812325,1813421
2599,0,PG0001004_0,L-cystine_uptake_protein_TcyP,1810801,1812329
2600,0,PG0001003_0,Inner_membrane_protein_YdjM,1810048,1810934
2601,0,PG0001002_0,2-deoxyglucose-6-phosphate_phosphatase,1809233,1810211
2602,0,PG0001001_0,hypothetical_protein,1808656,1809380
2603,0,PG0000434_0,hypothetical_protein,1807690,1808697
2604,0,PG0001000_0,hypothetical_protein,1807299,1807796
2605,0,PG0000999_0,ATP-dependent_6-phosphofructokinase_isozyme_2,1806083,1807400
2606,0,PG0000433_0,hypothetical_protein,1805272,1806370
2607,0,PG0003537_0,hypothetical_protein,1804993,1805325
2608,0,PG0000110_0,hypothetical_protein,1802570,1805165
2609,0,OG0001752,Threonine--tRNA_ligase,1800642,1802570
2610,0,OG0002958,Translation_initiation_factor_IF-3,1800096,1800530
2611,0,OG0001751,50S_ribosomal_protein_L35,1799802,1799999
2612,0,OG0001750,50S_ribosomal_protein_L20,1799393,1799749
2613,0,OG0001749,Phenylalanine--tRNA_ligase_alpha_subunit,1797959,1798942
2614,0,OG0001748,Phenylalanine--tRNA_ligase_beta_subunit,1795557,1797944
2615,0,OG0001747,Integration_host_factor_subunit_alpha,1795253,1795552
2616,0,OG0001746,Vitamin_B12_import_system_permease_protein_BtuC,1794172,1795152
2617,0,OG0001745,Thioredoxin/glutathione_peroxidase_BtuE,1793558,1794109
2618,0,OG0001744,Vitamin_B12_import_ATP-binding_protein_BtuD,1792809,1793558
2619,0,OG0001743,Murein_DD-endopeptidase_MepS/Murein_LD-carboxypeptidase,1792267,1792731
2620,0,OG0001742,Putative_anti-FlhC_2_FlhD_4__factor_YdiV,1791307,1792020
2621,0,OG0001741,hypothetical_protein,1789808,1791244
2622,0,OG0002957,hypothetical_protein,1789613,1789804
2623,0,OG0001740,Phospho-2-dehydro-3-deoxyheptonate_aldolase__Trp-sensitive,1788435,1789481
2624,0,OG0001739,Phosphoenolpyruvate_synthase_regulatory_protein,1787445,1788278
2625,0,OG0001738,Phosphoenolpyruvate_synthase,1784734,1787112
2626,0,OG0002956,Short-chain-fatty-acid--CoA_ligase,1783031,1784677
2627,0,OG0003148,Ferredoxin-like_protein_FixX,1782681,1782974
2628,0,OG0002955,Electron_transfer_flavoprotein-ubiquinone_oxidoreductase,1781395,1782684
2629,0,OG0002954,Caffeyl-CoA_reductase-Etf_complex_subunit_CarE,1780401,1781339
2630,0,OG0002953,Caffeyl-CoA_reductase-Etf_complex_subunit_CarD,1779617,1780381
2631,0,OG0004085,hypothetical_protein,1779404,1779580
2632,0,OG0002952,HTH-type_transcriptional_activator_RhaS,1778390,1779301
2633,0,PG0000998_0,Crotonobetainyl-CoA_dehydrogenase,1777182,1778390
2634,0,PG0000255_0,Acetate_CoA-transferase_YdiF,1775444,1777196
2635,0,OG0001737,3-dehydroquinate_dehydratase,1774686,1775444
2636,0,PG0000997_0,Quinate/shikimate_dehydrogenase,1773777,1774686
2637,0,PG0000996_0,Inner_membrane_transport_protein_YdiN,1772285,1773789
2638,0,OG0002951,Inner_membrane_transport_protein_YdiM,1771071,1772285
2639,0,OG0003266,hypothetical_protein,1770615,1770971
2640,0,OG0001736,hypothetical_protein,1769074,1770186
2641,0,OG0001735,putative_FAD-linked_oxidoreductase,1765629,1768685
2642,0,OG0001734,1_4-dihydroxy-2-naphthoyl-CoA_hydrolase,1765222,1765632
2643,0,OG0001733,hypothetical_protein,1764934,1765122
2644,0,OG0003449,Iron-binding_protein_IscA,1764018,1764386
2645,0,OG0001732,FeS_cluster_assembly_protein_SufB,1762522,1764009
2646,0,OG0001731,putative_ATP-dependent_transporter_SufC,1761766,1762512
2647,0,PG0000995_0,FeS_cluster_assembly_protein_SufD,1760523,1761766
2648,0,PG0000994_0,Cysteine_desulfurase,1759290,1760520
2649,0,OG0001730,Cysteine_desulfuration_protein_SufE,1758874,1759290
2650,0,OG0001729,putative_L_D-transpeptidase_YnhG,1757721,1758725
2651,0,OG0001728,Major_outer_membrane_lipoprotein_Lpp,1757421,1757657
2652,0,OG0001727,Pyruvate_kinase_I,1755698,1757110
2653,0,OG0001726,hypothetical_protein,1754932,1755141
2654,0,OG0002950,putative_ferredoxin-like_protein_YdhY,1753851,1754477
2655,0,PG0000302_0,putative_oxidoreductase_YdhV,1751715,1753851
2656,0,OG0003265,hypothetical_protein,1751077,1751715
2657,0,OG0003264,putative_ferredoxin-like_protein_YdhX,1750345,1751013
2658,0,OG0003263,hypothetical_protein,1749563,1750348
2659,0,OG0003262,hypothetical_protein,1748747,1749511
2660,0,PG0000663_0,hypothetical_protein,1747005,1748747
2661,0,OG0001725,Putative_monooxygenase_YdhR,1746700,1747005
2662,0,PG0000350_0,putative_autotransporter,1744830,1746700
2663,0,OG0001724,Multidrug_resistance_protein_MdtK,1743457,1744830
2664,0,OG0001723,Riboflavin_synthase,1742601,1743242
2665,0,OG0002949,Cyclopropane-fatty-acyl-phospholipid_synthase,1741413,1742561
2666,0,OG0002948,Inner_membrane_transport_protein_YdhC,1739911,1741122
2667,0,OG0002947,putative_HTH-type_transcriptional_regulator_YahB,1738866,1739798
2668,0,OG0002946,HTH-type_transcriptional_repressor_PurR,1737844,1738869
2669,0,OG0002945,hypothetical_protein,1737456,1737545
2670,0,OG0001722,Inner_membrane_transport_protein_YdhP,1736121,1737290
2671,0,OG0001721,Superoxide_dismutase_[Fe],1735378,1735959
2672,0,OG0001720,Murein_DD-endopeptidase_MepH,1734435,1735250
2673,0,OG0001719,Glutaredoxin_4,1733754,1734101
2674,0,PG0003697_0,ATP-dependent_RNA_helicase_SrmB,1728994,1733754
2675,0,OG0001718,Ribonuclease_T,1728347,1728994
2676,0,OG0001717,Lactoylglutathione_lyase,1727837,1728244
2677,0,OG0001716,N-ethylmaleimide_reductase,1726659,1727756
2678,0,OG0001715,HTH-type_transcriptional_repressor_NemR,1726023,1726622
2679,0,OG0003380,hypothetical_protein,1725681,1725920
2680,0,PG0000993_0,Oxidoreductase_YdhF,1724655,1725681
2681,0,PG0000142_0,Superoxide_dismutase_[Cu-Zn],1724133,1724736
2682,0,PG0000254_0,p-hydroxybenzoic_acid_efflux_pump_subunit_AaeB,1722121,1724134
2683,0,OG0001714,p-hydroxybenzoic_acid_efflux_pump_subunit_AaeA,1721264,1722121
2684,0,OG0001713,hypothetical_protein,1721025,1721261
2685,0,OG0001712,Transcriptional_regulator_SlyA,1720390,1720824
2686,0,OG0001711,Outer_membrane_lipoprotein_SlyB,1719876,1720343
2687,0,OG0001710,Anhydro-N-acetylmuramic_acid_kinase,1718493,1719602
2688,0,OG0001709,Membrane-bound_lysozyme_inhibitor_of_C-type_lysozyme,1718066,1718389
2689,0,OG0001708,Pyridoxine/pyridoxamine_5'-phosphate_oxidase,1717351,1718007
2690,0,OG0001707,Tyrosine--tRNA_ligase,1715948,1717222
2691,0,OG0001706,Pyridoxal_kinase_PdxY,1715026,1715886
2692,0,OG0001705,Glutathione_S-transferase_GstA,1714377,1714982
2693,0,PG0000992_0,Dipeptide_and_tripeptide_permease_A,1712486,1714377
2694,0,PG0003758_0,hypothetical_protein,1712158,1712769
2695,0,OG0001704,Endonuclease_III,1711523,1712158
2696,0,OG0001703,Electron_transport_complex_subunit_RsxE,1710828,1711523
2697,0,OG0001702,Electron_transport_complex_subunit_RsxG,1710204,1710824
2698,0,PG0000991_0,Electron_transport_complex_subunit_RsxD,1709141,1710204
2699,0,OG0001701,Electron_transport_complex_subunit_RsxC,1706919,1709141
2700,0,OG0001700,Electron_transport_complex_subunit_RsxB,1706348,1706926
2701,0,OG0001699,Electron_transport_complex_subunit_RsxA,1705767,1706348
2702,0,OG0001698,Inner_membrane_protein_YdgK,1705250,1705690
2703,0,OG0001697,OriC-binding_nucleoid-associated_protein,1704949,1705164
2704,0,OG0001696,scyllo-inositol_2-dehydrogenase__NADP_+__,1703268,1704308
2705,0,OG0002944,Aminodeoxyfutalosine_deaminase,1702233,1703234
2706,0,PG0001695_0,Cystathionine_beta-lyase_PatB,1700947,1702233
2707,0,PG0000253_0,PTS_system_maltose-specific_EIICB_component,1699180,1700957
2708,0,OG0002943,Maltose_regulon_regulatory_protein_MalI,1698152,1699180
2709,0,PG0000990_0,7-alpha-hydroxysteroid_dehydrogenase,1697040,1698152
2710,0,OG0001694,HTH-type_transcriptional_repressor_KstR2,1696462,1697040
2711,0,PG0000190_0,Beta-glucuronidase,1694263,1696462
2712,0,PG0000202_0,Glucuronide_carrier_protein,1692851,1694260
2713,0,PG0000141_0,Membrane-associated_protein_UidC,1691525,1692890
2714,0,OG0004396,hypothetical_protein,1691430,1691525
2715,0,OG0001693,hypothetical_protein,1689852,1691360
2716,0,OG0001692,Mannose-6-phosphate_isomerase,1688576,1689751
2717,0,PG0000989_0,Fumarate_hydratase_class_I__aerobic,1686588,1688576
2718,0,PG0000662_0,Fumarate_hydratase_class_II,1685188,1686731
2719,0,OG0001691,DNA_replication_terminus_site-binding_protein,1684259,1685188
2720,0,PG0000988_0,Sensor_protein_RstB,1682878,1684259
2721,0,OG0002942,Transcriptional_regulatory_protein_RstA,1682159,1682878
2722,0,OG0001690,Inner_membrane_protein_YdgC,1681695,1682030
2723,0,OG0001689,Dihydromonapterin_reductase,1680976,1681698
2724,0,OG0001688,Putative_arginine/ornithine_antiporter,1679557,1680939
2725,0,OG0001687,hypothetical_protein,1678427,1679371
2726,0,OG0001686,NAD_P__transhydrogenase_subunit_alpha,1676371,1677903
2727,0,PG0000661_0,NAD_P__transhydrogenase_subunit_beta,1674947,1676371
2728,0,OG0001685,AI-2_transport_protein_TqsA,1673913,1674947
2729,0,OG0001684,Spermidine_export_protein_MdtJ,1673136,1673501
2730,0,OG0001683,Spermidine_export_protein_MdtI,1672820,1673149
2731,0,OG0001682,hypothetical_protein,1671960,1672781
