Accession  Genome                                                             Gene_ID_1           Gene_ID_2           Gene_tag_1         Gene_tag_2         Protein_ID_1    Protein_ID_2
NC_007295  Mycoplasma_hyopneumoniae_J                                         MYHY001c01a_003960  MYHY001c01a_004130  proS               MHJ_0403           YP_279180.1     YP_279200.1
NC_007295  Mycoplasma_hyopneumoniae_J                                         MYHY001c01a_004340  MYHY001c01a_004350  MHJ_0424           efp                YP_279221.1     YP_279222.1
NC_007295  Mycoplasma_hyopneumoniae_J                                         MYHY001c01a_005350  MYHY001c01a_005360  pepF               MHJ_0523           YP_279319.1     YP_279320.1
NC_007295  Mycoplasma_hyopneumoniae_J                                         MYHY001c01a_001100  MYHY001c01a_001120  rpsO               MHJ_0104           YP_278905.1     YP_278907.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_021520  MYTU001c01a_021550  lppJ               Rv2083             NP_216596.1     NP_216599.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_021690  MYTU001c01a_021730  pafA               vapC37             NP_216613.1     NP_216619.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_023930  MYTU001c01a_023950  Rv2309c            Rv2310             NP_216825.1     NP_216826.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_024360  MYTU001c01a_024440  plcC               glyS               NP_216865.1     NP_216873.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_024820  MYTU001c01a_024860  Rv2395             cysA1              NP_216911.1     YP_177879.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_025810  MYTU001c01a_025860  echA14             Rv2491             NP_217002.1     NP_217007.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_028420  MYTU001c01a_028490  recA               Rv2743c            NP_217253.1     NP_217259.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_002860  MYTU001c01a_002900  Rv0276             PPE3               NP_214790.1     YP_177709.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_030400  MYTU001c01a_030460  fadD26             drrA               NP_217446.2     NP_217452.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_031320  MYTU001c01a_031390  esxQ               trmU               NP_217533.1     NP_217540.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_032390  MYTU001c01a_032450  cyp141             Rv3127             NP_217637.1     NP_217643.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_034490  MYTU001c01a_034570  Rv3322c            dacB1              YP_177958.1     NP_217847.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_034680  MYTU001c01a_034830  metA               folD               NP_217858.1     NP_217873.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_035110  MYTU001c01a_035170  vapC46             lpqD               NP_217901.1     NP_217907.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_035510  MYTU001c01a_035590  alr                Rv3431c            NP_217940.1     NP_217948.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_035930  MYTU001c01a_035960  rmlC               Rv3468c            NP_217982.1     YP_177974.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_036320  MYTU001c01a_036380  fadE26             Rv3510c            NP_218021.1     NP_218027.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_036380  MYTU001c01a_036440  Rv3510c            echA19             NP_218027.1     NP_218033.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_037810  MYTU001c01a_037880  Rv3651             Rv3658c            NP_218168.1     NP_218175.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_005500  MYTU001c01a_005530  Rv0531             menA               NP_215045.1     NP_215048.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_005970  MYTU001c01a_006000  TB27.3             Rv0580c            NP_215091.1     NP_215094.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_007650  MYTU001c01a_007680  sigL               Rv0738             NP_215249.1     NP_215252.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_007740  MYTU001c01a_007790  Rv0744c            vapC31             NP_215258.1     NP_215263.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_008610  MYTU001c01a_008760  kmtR               lpqR               NP_215342.1     NP_215353.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_001120  MYTU001c01a_001230  Rv0106             oxyS               NP_214620.1     NP_214631.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_009250  MYTU001c01a_009310  Rv0887c            Rv0893c            NP_215402.1     NP_215408.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_010140  MYTU001c01a_010210  fadE13             mprA               NP_215490.1     NP_215496.2
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_001290  MYTU001c01a_001320  Rv0123             treS               NP_214637.1     NP_214640.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_010820  MYTU001c01a_010910  PPE15              Rv1048c            YP_177778.1     NP_215564.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_010940  MYTU001c01a_011000  Rv1051c            Rv1056             NP_215567.1     NP_215572.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_011100  MYTU001c01a_011130  Rv1066             Rv1069c            NP_215582.1     NP_215585.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_011300  MYTU001c01a_011320  Rv1086             Rv1087A            NP_215602.1     YP_177637.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_011360  MYTU001c01a_011380  celA2b             coaA               NP_215606.1     NP_215608.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_013770  MYTU001c01a_013810  fadA4              glgE               NP_215839.1     NP_215843.2
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_014950  MYTU001c01a_014990  Rv1439c            Rv1443c            NP_215955.1     NP_215959.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_015010  MYTU001c01a_015090  devB               Rv1453             NP_215961.1     NP_215969.2
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_016320  MYTU001c01a_016520  Rv1571             Rv1591             NP_216087.1     NP_216107.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_018160  MYTU001c01a_018330  Rv1751             Rv1767             NP_216267.1     NP_216283.1
NC_000962  Mycobacterium_tuberculosis_H37Rv                                   MYTU001c01a_019020  MYTU001c01a_019070  vapC13             guaB1              NP_216354.1     NP_216359.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_014970  NEME001c01a_014990  NMA1722            NMA1724            YP_002343016.1  YP_002343018.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_015120  NEME001c01a_015160  rpoD               pyrG               YP_002343030.1  YP_002343034.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_015390  NEME001c01a_015410  NMA1766            NMA1767            YP_002343057.1  YP_002343058.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_015650  NEME001c01a_015770  alaS               gpmA               YP_002343076.1  YP_002343088.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_017580  NEME001c01a_017680  NMA1996            NMA2007            YP_002343261.1  YP_002343270.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_001700  NEME001c01a_001710  NMA0174            NMA0177            YP_002341724.1  YP_002341725.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_018620  NEME001c01a_018750  anmK               NMA2126            YP_002343362.1  YP_002343375.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_018880  NEME001c01a_018890  NMA2138            NMA2139            YP_002343387.1  YP_002343388.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_019290  NEME001c01a_019420  aroG               NMA2191            YP_002343427.1  YP_002343435.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_002490  NEME001c01a_002520  lpxC               NMA0273            YP_002341797.1  YP_002341800.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_002780  NEME001c01a_002940  NMA0305            pyrH               YP_002341826.1  YP_002341842.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_003840  NEME001c01a_003930  NMA0424            NMA0434            YP_002341923.1  YP_002341932.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_005590  NEME001c01a_005640  ispH               NMA0632            YP_002342096.1  YP_002342101.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_005920  NEME001c01a_005940  metK               NMA0665            YP_002342129.1  YP_002342131.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_006080  NEME001c01a_006200  NMA0687            NMA0698            YP_002342145.1  YP_002342157.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_007510  NEME001c01a_007610  ntpA               NMA0861            YP_002342287.1  YP_002342296.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_009910  NEME001c01a_009950  NMA1114            NMA1116            YP_002342518.1  YP_002342520.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_010300  NEME001c01a_010360  sucD               NMA1160            YP_002342555.1  YP_002342561.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_010750  NEME001c01a_010940  NMA1207            NMA1237            YP_002342600.1  YP_002342619.1
NC_003116  Neisseria_meningitidis_Z2491                                       NEME001c01a_011250  NEME001c01a_011670  NMA1279            NMA1332            YP_002342650.1  YP_002342692.1
NC_002663  Pasteurella_multocida_subsp_multocida_str_Pm70                     PAMU001c01a_011580  PAMU001c01a_011600  pnp                gltX               NP_246051.1     NP_246052.1
NC_002663  Pasteurella_multocida_subsp_multocida_str_Pm70                     PAMU001c01a_017880  PAMU001c01a_017960  visC               PM1727             NP_246665.1     NP_246666.1
NC_002663  Pasteurella_multocida_subsp_multocida_str_Pm70                     PAMU001c01a_020050  PAMU001c01a_020080  PM1931             folD               NP_246870.1     NP_246872.1
NC_002663  Pasteurella_multocida_subsp_multocida_str_Pm70                     PAMU001c01a_020080  PAMU001c01a_020250  folD               ssb                NP_246872.1     NP_246889.1
NC_002663  Pasteurella_multocida_subsp_multocida_str_Pm70                     PAMU001c01a_005050  PAMU001c01a_005220  usg1               PM0503             NP_245423.1     NP_245440.1
NC_002663  Pasteurella_multocida_subsp_multocida_str_Pm70                     PAMU001c01a_000550  PAMU001c01a_000600  PM0055             era                NP_244992.1     NP_244997.1
NC_002663  Pasteurella_multocida_subsp_multocida_str_Pm70                     PAMU001c01a_009810  PAMU001c01a_009830  PM0948             PM0949             NP_245885.1     NP_245886.1
NC_017535  Propionibacterium_acnes_6609                                       PRAC001c01a_016160  PRAC001c01a_016570  TIB1ST10_08090     TIB1ST10_08315     YP_005945179.1  YP_005945218.1
NC_017535  Propionibacterium_acnes_6609                                       PRAC001c01a_017070  PRAC001c01a_017110  TIB1ST10_08540     TIB1ST10_08570     YP_005945261.1  YP_005945265.1
NC_017535  Propionibacterium_acnes_6609                                       PRAC001c01a_001930  PRAC001c01a_002120  TIB1ST10_00965     TIB1ST10_01055     YP_005943784.1  YP_005943802.1
NC_017535  Propionibacterium_acnes_6609                                       PRAC001c01a_000190  PRAC001c01a_000310  TIB1ST10_00095     TIB1ST10_00150     YP_005943612.1  YP_005943623.1
NC_017535  Propionibacterium_acnes_6609                                       PRAC001c01a_023480  PRAC001c01a_023500  TIB1ST10_11705     TIB1ST10_11715     YP_005945887.1  YP_005945889.1
NC_017535  Propionibacterium_acnes_6609                                       PRAC001c01a_007660  PRAC001c01a_007690  TIB1ST10_03800     TIB1ST10_03815     YP_005944347.1  YP_005944350.1
NC_017535  Propionibacterium_acnes_6609                                       PRAC001c01a_008680  PRAC001c01a_009050  TIB1ST10_04305     TIB1ST10_04540     YP_005944448.1  YP_005944484.1
NC_017535  Propionibacterium_acnes_6609                                       PRAC001c01a_009960  PRAC001c01a_010010  TIB1ST10_04990     TIB1ST10_05015     YP_005944574.1  YP_005944578.1
NC_017535  Propionibacterium_acnes_6609                                       PRAC001c01a_013100  PRAC001c01a_013460  TIB1ST10_06545     TIB1ST10_06720     YP_005944881.1  YP_005944916.1
NC_017535  Propionibacterium_acnes_6609                                       PRAC001c01a_013800  PRAC001c01a_013830  TIB1ST10_06890     TIB1ST10_06915     YP_005944950.1  YP_005944953.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_001100  PRMA001c01a_001520  Pro0109            ompR               NP_874503.1     NP_874544.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_008990  PRMA001c01a_009440  Pro0884            dxs                NP_875276.1     NP_875320.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_009550  PRMA001c01a_009750  dnaK               ilvE               NP_875330.1     NP_875350.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_009980  PRMA001c01a_010580  rpmF               crtE               NP_875373.1     NP_875434.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_011630  PRMA001c01a_012470  chlI               Pro1232            NP_875538.1     NP_875624.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_012700  PRMA001c01a_013140  psbC               rpmH               NP_875647.1     NP_875690.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_013220  PRMA001c01a_013550  pnp                ftsH               NP_875698.1     NP_875729.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_014550  PRMA001c01a_015970  serA               rpoZ               NP_875827.1     NP_875975.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_018200  PRMA001c01a_018230  secA               ribH               NP_876192.1     NP_876194.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_018550  PRMA001c01a_018740  dnaB               pyrG               NP_876226.1     NP_876244.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_002570  PRMA001c01a_002770  ftsH               dcd                NP_874649.1     NP_874668.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_003750  PRMA001c01a_004140  Pro0369            Pro0400            NP_874763.1     NP_874794.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_000380  PRMA001c01a_000750  guaA               accC               NP_874432.1     NP_874468.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_000870  PRMA001c01a_001000  sufB               trkA               NP_874480.1     NP_874493.1
NC_005042  Prochlorococcus_marinus_subsp_marinus_str_CCMP1375                 PRMA001c01a_005720  PRMA001c01a_008380  Pro0559            Pro0823            NP_874952.1     NP_875215.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_012570  PSAE001c01a_012600  PA1242             PA1245             NP_249933.1     NP_249936.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_013820  PSAE001c01a_013900  PA1367             pdxB               NP_250058.1     NP_250066.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_013910  PSAE001c01a_014100  aceK               PA1395             NP_250067.1     NP_250086.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_014120  PSAE001c01a_014130  PA1397             PA1398             NP_250088.1     NP_250089.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_014400  PSAE001c01a_014430  PA1425             PA1428             NP_250116.1     NP_250119.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_015970  PSAE001c01a_015980  PA1579             gltA               NP_250270.1     NP_250271.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_019530  PSAE001c01a_019630  PA1930             PA1940             NP_250620.1     NP_250630.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_019870  PSAE001c01a_019880  PA1964             PA1965             NP_250654.1     NP_250655.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_021050  PSAE001c01a_021300  PA2082             PA2107             NP_250772.1     NP_250797.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_022400  PSAE001c01a_022580  PA2217             pslE               NP_250907.1     NP_250925.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_002020  PSAE001c01a_002090  PA0201             mdcA               NP_248892.1     NP_248899.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_024180  PSAE001c01a_024260  pvdO               PA2404             NP_251085.1     NP_251094.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_024430  PSAE001c01a_024460  PA2421             pvdL               NP_251111.1     NP_251114.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_024770  PSAE001c01a_024860  PA2455             PA2464             NP_251145.1     NP_251154.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_025900  PSAE001c01a_025950  PA2568             PA2572             NP_251258.1     NP_251262.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_026040  PSAE001c01a_026060  PA2581             PA2582             NP_251271.1     NP_251272.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_026060  PSAE001c01a_026090  PA2582             pgsA               NP_251272.1     NP_251274.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_026180  PSAE001c01a_026300  qteE               PA2604             NP_251283.1     NP_251294.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_027080  PSAE001c01a_027110  PA2682             PA2685             NP_251372.1     NP_251375.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_027520  PSAE001c01a_027650  PA2726             himA               NP_251416.1     NP_251428.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_028210  PSAE001c01a_028230  PA2793             PA2795             NP_251483.1     NP_251485.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_002560  PSAE001c01a_002670  PA0255             gabD               NP_248946.1     NP_248956.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_002800  PSAE001c01a_002810  PA0278             PA0279             NP_248969.1     NP_248970.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_030630  PSAE001c01a_030650  PA3031             snr1               NP_251721.1     NP_251722.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_031820  PSAE001c01a_032020  wbpM               himD               NP_251831.1     NP_251851.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_032790  PSAE001c01a_032810  PA3239             PA3241             NP_251929.1     NP_251931.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_034080  PSAE001c01a_034110  amiE               PA3368             NP_252056.1     NP_252058.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_035060  PSAE001c01a_035070  PA3463             PA3464             NP_252153.1     NP_252154.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_035390  PSAE001c01a_035580  PA3496             PA3515             NP_252186.1     NP_252205.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_036620  PSAE001c01a_036630  PA3619             mutS               NP_252309.1     NP_252310.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_037060  PSAE001c01a_037070  PA3663             PA3664             NP_252353.1     NP_252354.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_037570  PSAE001c01a_037580  PA3714             PA3715             NP_252403.1     NP_252404.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_037940  PSAE001c01a_037950  purT               PA3752             NP_252440.1     NP_252441.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_038110  PSAE001c01a_038120  PA3768             guaA               NP_252457.1     NP_252458.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_039090  PSAE001c01a_039140  PA3865             moaA1              NP_252554.1     NP_252559.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_041590  PSAE001c01a_042340  PA4115             pqsL               NP_252804.1     NP_252879.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_042480  PSAE001c01a_042490  ppgL               mexG               NP_252893.1     NP_252894.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_000400  PSAE001c01a_000430  PA0040             PA0043             NP_248730.1     NP_248733.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_045190  PSAE001c01a_045200  PA4466             PA4467             NP_253156.1     NP_253157.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_045770  PSAE001c01a_045800  nadC               pilB               NP_253214.1     NP_253216.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_045920  PSAE001c01a_045980  PA4539             clpB               NP_253229.1     NP_253232.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_047300  PSAE001c01a_047330  PA4673             PA4675             NP_253362.1     NP_253364.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_047660  PSAE001c01a_047670  cbpA               PA4705             NP_253392.1     NP_253393.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_048660  PSAE001c01a_048730  PA4801             selB               NP_253489.1     NP_253495.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_053590  PSAE001c01a_053610  PA5289             PA5291             NP_253976.1     NP_253978.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_055290  PSAE001c01a_055360  rmd                PA5461             NP_254141.1     NP_254148.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_056220  PSAE001c01a_056240  PA5547             glmS               NP_254234.1     NP_254236.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_005770  PSAE001c01a_005790  PA0574             PA0575             NP_249265.1     NP_249266.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_006330  PSAE001c01a_006530  PA0629             trpG               NP_249320.1     NP_249340.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_000680  PSAE001c01a_000700  PA0068             PA0070             NP_248758.1     NP_248760.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_007160  PSAE001c01a_007400  toxR               PA0730             NP_249398.1     NP_249421.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_008260  PSAE001c01a_008360  PA0817             PA0827             NP_249508.1     NP_249518.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_008400  PSAE001c01a_008410  oruR               PA0832             NP_249522.1     NP_249523.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_000970  PSAE001c01a_001010  PA0097             PA0101             NP_248787.1     NP_248791.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_009700  PSAE001c01a_009730  PA0957             PA0960             NP_249648.1     NP_249651.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_009890  PSAE001c01a_010030  PA0976             PA0989             NP_249667.1     NP_249680.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_010270  PSAE001c01a_010310  purC               PA1016             NP_249704.1     NP_249707.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_011010  PSAE001c01a_011120  flgK               fleQ               NP_249777.1     NP_249788.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_011640  PSAE001c01a_011700  PA1149             nrdB               NP_249840.1     NP_249846.1
NC_002516  Pseudomonas_aeruginosa_PAO1                                        PSAE001c01a_012060  PSAE001c01a_012070  PA1191             PA1192             NP_249882.1     NP_249883.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_018260  PSFL001c01a_018350  PFL_1840           PFL_1849           YP_258960.1     YP_258968.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_019600  PSFL001c01a_019610  tal                dusA               YP_259093.1     YP_259094.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_020680  PSFL001c01a_020790  PFL_2083           rsmE               YP_259192.1     YP_259203.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_025160  PSFL001c01a_025260  bkdR               PFL_2545           YP_259642.1     YP_259652.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_025770  PSFL001c01a_025820  PFL_2596           PFL_2601           YP_259703.1     YP_259708.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_026080  PSFL001c01a_026120  PFL_2627           PFL_2631           YP_259734.1     YP_259738.2
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_027090  PSFL001c01a_027150  sbcD               PFL_2736           YP_259837.1     YP_259843.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_028670  PSFL001c01a_028810  PFL_2891           PFL_2905           YP_259997.1     YP_260011.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_030490  PSFL001c01a_030820  mtlD               PFL_3107           YP_260180.1     YP_260213.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_031700  PSFL001c01a_031780  PFL_3198           aprF               YP_260303.1     YP_260311.2
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_032050  PSFL001c01a_032160  mexT               PFL_3245           YP_260338.1     YP_260350.2
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_033850  PSFL001c01a_035310  modC               pgsA               YP_260519.1     YP_260663.2
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_036350  PSFL001c01a_036650  PFL_3666           dnaE2              YP_260768.1     YP_260799.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_038920  PSFL001c01a_038950  nuoN               cysS               YP_261009.1     YP_261012.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_039300  PSFL001c01a_039430  prtI               PFL_3960           YP_261047.1     YP_261060.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_040210  PSFL001c01a_041260  PFL_4038           PFL_4146           YP_261135.2     YP_261238.2
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_002840  PSFL001c01a_002890  pckA               PFL_0289           YP_257430.1     YP_257435.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_042780  PSFL001c01a_042830  PFL_4300           wbpM               YP_261392.1     YP_261397.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_042830  PSFL001c01a_042860  wbpM               rpsA               YP_261397.1     YP_261400.1
NC_004129  Pseudomonas_protegens_Pf-5                                         PSFL001c01a_043310  PSFL001c01a_043320  PFL_4354           folE3              YP_261446.1     YP_261447.1
