organism=Escherichia_coli_300_genomes	genome=GCF_000284495.1_ASM28449v1	contig=NC_011993.1
1792825	OG0001754	0.05	-
1793609	OG0001755	0.025	-
1794696	OG0001756	0	-
1795387	OG0001757	0.025	-
1796120	OG0001758	0.07500000000000001	-
1797177	OG0000666	0.07500000000000001	-
1798325	OG0001009	0.125	-
1799733	OG0001759	0.1	-
1800986	OG0001760	0.05	-
1802110	OG0001761	0.025	-
1803569	OG0001762	0.07500000000000001	-
1804494	OG0002960	0.175	-
1805192	OG0003149	0.225	-
1805900	OG0001763	0.2	-
1806526	OG0001764	0.125	-
1807393	OG0001010	0.15	-
1808716	OG0001011	0.125	-
1809810	OG0002961	0.07500000000000001	-
1810857	OG0001765	0.07500000000000001	-
1811830	OG0001012	0.05	-
1812430	OG0001766	0.07500000000000001	-
1812736	OG0002962	0.125	-
1813779	OG0001767	1.0500000000000005	+
1815505	OG0001768	1.424999999999999	+
1817009	OG0001769	0.5000000000000001	-
1817923	OG0001770	0.07500000000000001	-
1819288	OG0001771	0.24999999999999997	-
1820915	OG0001772	0.225	-
1821730	OG0001773	0.125	-
1822823	OG0003689	0.125	-
1823999	OG0003714	0.15	-
1825005	OG0003707	0.15	-
1825978	OG0003717	0.2	-
1826875	OG0003737	0.175	-
1827835	OG0003715	0.2	-
1829063	OG0003648	0.15	-
1830318	OG0003698	0.15	-
1831362	OG0001774	0.125	-
1831746	OG0001775	0	-
1832792	OG0001776	0.025	-
1833816	OG0001777	0.15	-
1834736	OG0000667	0.15	-
1835626	OG0001778	0.125	-
1837402	OG0001779	0.05	-
1839123	OG0001013	0.07500000000000001	-
1840649	OG0001780	0.175	-
1842313	OG0001781	0.175	-
1843352	OG0001782	0.125	-
1844102	OG0001783	0.05	-
1844691	OG0001784	0.15	-
1845790	OG0001785	0.125	-
1846609	OG0001786	0.05	-
1846932	OG0002963	0.07500000000000001	-
1847754	OG0001014	0.15	-
1848659	OG0001787	0.225	-
1849022	OG0001788	0.175	-
1849296	OG0001789	0.37500000000000006	-
1849968	OG0001015	1.974999999999997	+
1851387	OG0001790	2.1249999999999964	+
1852902	OG0001791	0.4250000000000001	-
1854207	OG0001792	0	-
1854885	OG0001793	0.025	-
1856246	OG0001016	0.025	-
1857503	OG0001794	0.025	-
1858259	OG0001795	0	-
1858607	OG0001796	0	-
1859451	OG0001797	0	-
1860425	OG0001798	0	-
1861580	OG0001799	0.025	-
1863192	OG0001800	0.125	-
1864773	OG0001801	0.3	-
1866499	OG0001802	0.4250000000000001	-
1867448	OG0001803	0.24999999999999997	-
1868286	OG0000668	0.05	-
1868996	OG0001804	0.1	-
1869937	OG0001805	0.125	-
1870621	OG0001806	0.15	-
1871296	OG0003150	0.07500000000000001	-
1872370	OG0001807	0.05	-
1873010	OG0001808	0	-
1873669	OG0001809	0.05	-
1874928	OG0001017	0.1	-
1876812	OG0001810	0.07500000000000001	-
1878469	OG0001811	0	-
1879862	OG0001812	0	-
1880583	OG0001813	0.025	-
1881576	OG0001814	0.125	-
1883503	OG0001815	0.175	-
1885616	OG0001816	0.1	-
1886575	OG0001817	0.025	-
1886851	OG0001818	0.025	-
1887318	OG0001819	0.05	-
1888211	OG0001820	0.05	-
1888831	OG0001821	0.025	-
1889458	OG0001822	0.025	-
1889899	OG0000275	0.05	-
1890444	OG0001823	0.05	-
1891126	OG0001824	0.05	-
1892484	OG0001825	0.37500000000000006	-
1894052	OG0001826	0.5750000000000002	-
1894887	OG0001827	0.35000000000000003	-
1895277	OG0001828	0.125	-
1896145	OG0000435	0.025	-
1897110	OG0001829	0.05	-
1898373	OG0001830	0.05	-
1900251	OG0001831	0.07500000000000001	-
1901229	OG0003638	0.05	-
1901761	OG0001832	0.175	-
1903030	OG0001833	0.9500000000000004	+
1904368	OG0001018	1.1749999999999998	+
1905634	OG0001019	0.4250000000000001	-
1906804	OG0001834	0.025	-
1907699	OG0001835	0	-
1908466	OG0001836	0.025	-
1909509	OG0001837	0.07500000000000001	-
1910328	OG0000669	0.05	-
1911210	OG0001838	0.05	-
1911773	OG0001839	0.05	-
1912439	OG0001840	0.05	-
1913059	OG0001841	0.025	-
1914169	OG0001842	0.05	-
1915648	OG0001020	0.05	-
1916337	OG0000289	0.07500000000000001	-
1916996	OG0003151	0.05	-
1917606	OG0001843	0.025	-
1918460	OG0001844	0.05	-
1920325	OG0002964	0.1	-
1922115	OG0002965	0.1	-
1923426	OG0001845	0.05	-
1924096	OG0001846	0.05	-
1925461	OG0001847	0.1	-
1926577	OG0002966	0.175	-
1927812	OG0002967	0.3	-
1929418	OG0000670	0.325	-
1930523	OG0003152	0.24999999999999997	-
1931050	OG0002968	0.15	-
1931784	OG0001021	0.175	-
1932742	OG0002969	0.37500000000000006	-
1934293	OG0002970	0.4250000000000001	-
1935520	OG0003153	0.24999999999999997	-
1936775	OG0001848	0.2	-
1938225	OG0002971	0.24999999999999997	-
1939128	OG0003267	0.225	-
1939987	OG0003268	0.2	-
1940454	OG0003308	0.3	-
1941623	OG0001849	0.325	-
1942556	OG0002972	0.07500000000000001	-
1943643	OG0003269	0.125	-
1944703	OG0000436	0.15	-
1945968	OG0002973	0.125	-
1947289	OG0002974	0.05	-
1948832	OG0001850	0.025	-
1949288	OG0001851	0.025	-
1950039	OG0003270	0.025	-
1950621	OG0001852	0.025	-
1951027	OG0001853	0.025	-
1951943	OG0001854	0.15	-
1952943	OG0001855	0.7000000000000003	-
1954199	OG0001856	0.8000000000000004	-
1955446	OG0001857	0.27499999999999997	-
1956687	OG0002975	0.05	-
1957586	OG0003475	0.05	-
1958127	OG0003476	0.05	-
1959094	OG0003498	0.05	-
1959801	OG0003499	0.07500000000000001	-
1960643	OG0003450	0.125	-
1961669	OG0003451	0.15	-
1962404	OG0003419	0.1	-
1963085	OG0003477	0.125	-
1964658	OG0003343	0.15	-
1966521	OG0003478	0.15	-
1967454	OG0003510	0.1	-
1967841	OG0003479	0.05	-
1968845	OG0003480	0.05	-
1969829	OG0003481	0.15	-
1970825	OG0003452	0.225	-
1971541	OG0003482	1.0250000000000004	+
1974923	OG0004057	1.3249999999999993	+
1975607	OG0004072	1.2999999999999994	+
1976886	OG0003453	1.7999999999999976	+
1978087	OG0003454	0.7000000000000003	-
1979406	OG0000167	1.1	+
1980240	OG0003528	0.9250000000000004	+
1981269	OG0000163	1.1749999999999998	+
1982196	OG0003529	0.9000000000000005	+
1982978	OG0003530	0.7750000000000004	-
1983879	OG0003531	0.7750000000000004	-
1984618	OG0003511	0.8500000000000004	+
1985323	OG0000164	1.0250000000000004	+
1985715	OG0003538	0.6250000000000002	-
1986266	OG0000165	0.5750000000000002	-
1986779	OG0000170	0.5750000000000002	-
1987315	OG0003512	0.4500000000000001	-
1988309	OG0003513	0.37500000000000006	-
1988759	OG0003483	0.24999999999999997	-
1989129	OG0003484	0.1	-
1989946	OG0003455	0.15	-
1991198	OG0000218	0.15	-
1992307	OG0003485	0.125	-
1992935	OG0003456	0.05	-
1994027	OG0003457	0.05	-
1994711	OG0003458	0.175	-
1995636	OG0000671	0.5750000000000002	-
1996759	OG0003432	1.6249999999999982	+
1997774	OG0004434	2.5999999999999948	+
1998606	OG0004221	3.124999999999993	+
2000156	OG0000437	2.6249999999999947	+
2001369	OG0001023	0.8750000000000004	+
2002439	OG0001024	0.1	-
2003058	OG0001025	0.07500000000000001	-
2003876	OG0001026	0.225	-
2004696	OG0001027	0.225	-
2005597	OG0001028	0.5250000000000001	-
2007173	OG0001858	1.5249999999999986	+
2010018	OG0004467	1.3249999999999993	+
2011338	OG0004487	1.3499999999999992	+
2012872	OG0004472	1.2749999999999997	+
2014661	OG0004473	1.2249999999999996	+
2016208	OG0004474	1.2499999999999996	+
2019932	OG0004468	1.3249999999999993	+
2027819	OG0004414	1.3249999999999993	+
2033112	OG0004475	1.674999999999998	+
2034060	OG0004476	1.5999999999999983	+
2035254	OG0004477	1.5999999999999983	+
2037185	OG0004478	1.674999999999998	+
2039220	OG0004394	1.974999999999997	+
2042340	OG0001859	2.1749999999999963	+
2043839	OG0000318	1.674999999999998	+
2045326	OG0002976	1.2499999999999996	+
2046754	OG0002977	1.399999999999999	+
2048469	OG0000672	1.7749999999999977	+
2049978	OG0002978	1.399999999999999	+
2051013	OG0002979	1.499999999999999	+
2054789	OG0010213	1.125	+
2056739	OG0003969	1.1749999999999998	+
2057034	OG0004022	1.125	+
2057614	OG0004657	1.5749999999999984	+
2057947	OG0004916	1.5249999999999986	+
2061937	OG0010214	0.9000000000000005	+
2065120	OG0010215	0.9000000000000005	+
2067522	OG0007339	1.0500000000000005	+
2069417	OG0007732	1.0250000000000004	+
2071462	OG0007116	0.9750000000000004	+
2072256	OG0007115	0.9000000000000005	+
2073227	OG0007114	0.9000000000000005	+
2075346	OG0006977	1.1	+
2079294	OG0006976	1.0250000000000004	+
2080414	OG0002980	0.9250000000000004	+
2081478	OG0002981	0.3	-
2082401	OG0002982	0.4500000000000001	-
2083041	OG0001029	0.6500000000000002	-
2083666	OG0005747	0.37500000000000006	-
2084827	OG0005673	0.5000000000000001	-
2085891	OG0005830	0.5000000000000001	-
2087496	OG0005267	0.8500000000000004	+
2088753	OG0005831	0.8250000000000004	+
2089929	OG0005832	0.7750000000000004	-
2090537	OG0005833	0.7750000000000004	-
2091722	OG0005834	0.8000000000000004	-
2092803	OG0005835	0.8000000000000004	-
2093508	OG0005836	0.7750000000000004	-
2094038	OG0004925	2.8999999999999937	+
2094596	OG0005837	2.8999999999999937	+
2094983	OG0005265	2.6249999999999947	+
2095636	OG0005266	2.474999999999995	+
2096829	OG0005268	2.849999999999994	+
2098089	OG0004924	3.0249999999999932	+
2099313	OG0005796	1.1999999999999995	+
2100265	OG0005838	0.9500000000000004	+
2100717	OG0005839	0.6000000000000002	-
2101118	OG0004856	1.15	+
2101604	OG0003309	1.1	+
2102470	OG0000222	0.4500000000000001	-
2103433	OG0002983	0.5250000000000001	-
2104372	OG0002984	0.6500000000000002	-
2105877	OG0001860	1.125	+
2107344	OG0001861	1.1	+
2108765	OG0001862	0.5750000000000002	-
2109677	OG0001863	0.5750000000000002	-
2110299	OG0003881	0.5500000000000002	-
2110548	OG0003882	0.5250000000000001	-
2111602	OG0001864	0.5250000000000001	-
2112710	OG0001865	0.47500000000000014	-
2113894	OG0001866	0.47500000000000014	-
2114962	OG0001867	0.47500000000000014	-
2115791	OG0001868	0.47500000000000014	-
2116454	OG0001869	0.47500000000000014	-
2117193	OG0001870	1.2249999999999996	+
2117880	OG0001030	2.9249999999999936	+
2118860	OG0003561	3.89999999999999	+
2120079	OG0000233	5.125000000000005	+
2121614	OG0001031	10.525000000000082	+
2122953	OG0006807	11.425000000000097	+
2123730	OG0008356	12.975000000000117	+
2124350	OG0010216	12.250000000000108	+
2124966	OG0009168	13.050000000000118	+
2129652	OG0000245	18.12500000000004	+
2130971	OG0003514	12.275000000000109	+
2132289	OG0000186	11.12500000000009	+
2133536	OG0003581	10.40000000000008	+
2137014	OG0003271	10.550000000000082	+
2138451	OG0000135	7.475000000000039	+
2140047	OG0000180	6.15000000000002	+
2141375	OG0003582	6.1250000000000195	+
2142220	OG0000199	5.800000000000015	+
2142943	OG0000195	5.750000000000014	+
2143989	OG0000216	5.675000000000013	+
2144851	OG0003578	5.775000000000015	+
2145514	OG0003568	4.599999999999998	+
2146506	OG0003579	4.649999999999999	+
2147698	OG0003569	4.674999999999999	+
2148548	OG0003562	4.950000000000003	+
2150808	OG0003381	2.9249999999999936	+
2152113	OG0003310	2.274999999999996	+
2152910	OG0000076	1.4749999999999988	+
2154930	OG0001871	1.399999999999999	+
2156716	OG0001872	0.27499999999999997	-
2157955	OG0001873	0.125	-
2158658	OG0001032	0.15	-
2160955	OG0000276	0.175	-
2163148	OG0001874	0.2	-
2164382	OG0000673	0.2	-
2166041	OG0000674	0.325	-
2167348	OG0001875	0.35000000000000003	-
2168095	OG0001876	0.27499999999999997	-
2169869	OG0001877	0.24999999999999997	-
2172114	OG0002985	0.325	-
2175214	OG0000675	0.4250000000000001	-
2177461	OG0001878	0.37500000000000006	-
2178867	OG0001879	0.225	-
2179927	OG0001880	0.5250000000000001	-
2180634	OG0001881	0.8250000000000004	+
2181227	OG0005940	0.5750000000000002	-
2182645	OG0005941	0.5000000000000001	-
2184068	OG0005639	0.47500000000000014	-
2185033	OG0005942	0.5000000000000001	-
2186808	OG0002986	0.8750000000000004	+
2188147	OG0003154	0.9500000000000004	+
2189170	OG0002987	1.2249999999999996	+
2190091	OG0000171	1.5749999999999984	+
2191101	OG0003459	2.249999999999996	+
2194436	OG0000264	2.0499999999999967	+
2195523	OG0003515	1.4749999999999988	+
2196705	OG0001882	0.6750000000000003	-
2198126	OG0001883	0.07500000000000001	-
2199264	OG0001884	0.1	-
2200245	OG0001033	0.1	-
2201075	OG0001885	0.125	-
2201909	OG0000676	0.125	-
2202784	OG0001886	0.15	-
2203575	OG0001887	0.6250000000000002	-
2204328	OG0003486	0.6750000000000003	-
2204977	OG0003460	0.24999999999999997	-
2205758	OG0003487	0.3	-
2206526	OG0003362	0.47500000000000014	-
2208299	OG0000086	0.5750000000000002	-
2209892	OG0003532	0.5750000000000002	-
2210581	OG0003548	0.4000000000000001	-
2211286	OG0003500	0.225	-
2212244	OG0001888	0.175	-
2213947	OG0001889	0.2	-
2216999	OG0000068	0.3	-
2220719	OG0000257	0.37500000000000006	-
2222754	OG0003394	2.9499999999999935	+
2223217	OG0012452	2.874999999999994	+
2224237	OG0003363	2.9749999999999934	+
2225931	OG0000265	0.35000000000000003	-
2227632	OG0003155	0.325	-
2229198	OG0000290	0.27499999999999997	-
2230555	OG0001034	0.225	-
2231062	OG0001890	0.1	-
2231703	OG0001891	0.025	-
2232902	OG0001892	0.15	-
2234332	OG0001035	0.175	-
2234811	OG0001893	0.05	-
2235211	OG0001894	0.05	-
2236045	OG0001036	0.05	-
2237079	OG0001037	0.025	-
2238123	OG0000677	0.05	-
2239905	OG0001038	0.05	-
2242122	OG0001895	0.025	-
2243485	OG0001896	0	-
2244418	OG0001897	0	-
2245171	OG0001898	0.05	-
2245960	OG0000266	0.15	-
2247112	OG0001039	0.24999999999999997	-
2249000	OG0001040	0.37500000000000006	-
2249913	OG0001899	0.2	-
2250456	OG0001900	0	-
2251376	OG0001901	0	-
2252327	OG0001902	0.1	-
2252809	OG0003156	0.1	-
2253742	OG0001903	0.175	-
2254972	OG0001041	0.225	-
2256338	OG0001904	0.24999999999999997	-
2257619	OG0000277	0.2	-
2258939	OG0001042	0.225	-
2260238	OG0001905	0.175	-
2261478	OG0001906	0.125	-
2262408	OG0001907	0.125	-
2263418	OG0001908	0.24999999999999997	-
2264863	OG0000204	0.24999999999999997	-
2266885	OG0001909	0.15	-
2268228	OG0001910	0.07500000000000001	-
2269329	OG0001911	0.05	-
2270356	OG0001912	0.1	-
2271333	OG0000234	0.225	-
2272615	OG0003157	0.27499999999999997	-
2273565	OG0003158	0.35000000000000003	-
2274606	OG0000064	0.35000000000000003	-
2275794	OG0000223	0.325	-
2276721	OG0000240	0.175	-
2278494	OG0001913	0.175	-
2279826	OG0001043	0.1	-
2280860	OG0001914	0.125	-
2282383	OG0003311	0.1	-
2283098	OG0003312	0.5000000000000001	-
2283666	OG0003313	0.5500000000000002	-
2284908	OG0000351	0.27499999999999997	-
2286252	OG0002988	0.27499999999999997	-
2287140	OG0001044	0.225	-
2288192	OG0001915	0.2	-
2289434	OG0001916	0.2	-
2291201	OG0001045	0.2	-
2292656	OG0001917	0.225	-
2293715	OG0000678	0.175	-
2295024	OG0001918	0.2	-
2295995	OG0002989	0.175	-
2297096	OG0001919	0.175	-
2298066	OG0001920	0.15	-
2299444	OG0001921	0.15	-
2300591	OG0001922	0.15	-
2301375	OG0001923	0.15	-
2302174	OG0001924	0.175	-
2303188	OG0001925	0.9500000000000004	+
2304752	OG0005666	1.0500000000000005	+
2305902	OG0001926	1.0750000000000002	+
2306787	OG0001927	0.15	-
2307588	OG0001928	0	-
2308835	OG0001929	0.025	-
2310043	OG0002990	0.025	-
2310384	OG0002991	0.025	-
2310854	OG0002992	0.025	-
2311596	OG0002993	0	-
2312232	OG0002994	0	-
2312861	OG0002995	0	-
2313396	OG0002996	0.025	-
2314049	OG0001930	0.025	-
2314815	OG0002997	0.05	-
2316413	OG0001931	0.025	-
2317784	OG0002998	0.025	-
2318153	OG0002999	0.025	-
2318591	OG0003272	0.025	-
2319052	OG0003000	0.05	-
2320269	OG0003001	0.175	-
2322131	OG0001046	0.15	-
2323354	OG0001932	0.2	-
2324211	OG0000438	0.24999999999999997	-
2325344	OG0003002	0.4000000000000001	-
2326547	OG0000679	0.325	-
2329186	OG0003433	0.3	-
2330864	OG0003461	0.3	-
2332813	OG0001047	0.5250000000000001	-
2335318	OG0004001	0.47500000000000014	-
2336920	OG0004016	0.47500000000000014	-
2338140	OG0003944	0.6500000000000002	-
2338796	OG0003954	0.7500000000000003	-
2339779	OG0004021	0.47500000000000014	-
2341063	OG0003983	0.4000000000000001	-
2342117	OG0000680	0.4000000000000001	-
2343334	OG0000173	0.4000000000000001	-
2346357	OG0000278	0.37500000000000006	-
2349009	OG0003003	0.27499999999999997	-
2350162	OG0001933	0.1	-
2352468	OG0001934	0.125	-
2354290	OG0001935	0.07500000000000001	-
2356673	OG0000681	0.05	-
2360373	OG0001936	0.05	-
2362271	OG0001937	0	-
2362963	OG0001938	0.4500000000000001	-
2363469	OG0001939	3.92499999999999	+
2364535	OG0001940	4.599999999999998	+
2365757	OG0000682	1.125	+
2367523	OG0001941	0.5250000000000001	-
2368956	OG0001942	0	-
2370178	OG0001943	0.125	-
2372036	OG0004183	0.125	-
2372577	OG0003004	0.5000000000000001	-
2373641	OG0000128	1.724999999999998	+
2374945	OG0003893	1.4499999999999988	+
2375954	OG0003889	1.0500000000000005	+
2377166	OG0001944	0.5250000000000001	-
2378138	OG0001945	0	-
2378900	OG0001946	0.025	-
2379453	OG0001947	0.07500000000000001	-
2380622	OG0000181	0.07500000000000001	-
2381689	OG0001948	0.07500000000000001	-
2383164	OG0000683	0.025	-
2384597	OG0001949	0.025	-
2385868	OG0001950	0.025	-
2386858	OG0003005	0.025	-
2387219	OG0001951	0.025	-
2387539	OG0001952	0	-
2388459	OG0001953	0	-
2389615	OG0001954	0.025	-
2390524	OG0001955	0.025	-
2391347	OG0001956	0.025	-
2392558	OG0001957	0.05	-
2394129	OG0001958	0.05	-
2395008	OG0001959	0.025	-
2395446	OG0001960	0.07500000000000001	-
2396200	OG0003006	0.24999999999999997	-
2396908	OG0003609	0.37500000000000006	-
2397505	OG0004038	0.35000000000000003	-
2398340	OG0001048	0.6000000000000002	-
2399387	OG0003007	0.4500000000000001	-
2400887	OG0003008	0.07500000000000001	-
2402736	OG0003009	0.05	-
2403805	OG0003010	0.025	-
2404230	OG0003011	0.025	-
2404790	OG0003012	0.025	-
2405564	OG0003013	0.025	-
2407413	OG0003014	0.025	-
2409497	OG0003015	0.05	-
2410413	OG0003016	0.05	-
2411567	OG0003017	0.025	-
2412893	OG0003018	0.025	-
2413461	OG0003019	0.05	-
2414028	OG0003364	0.07500000000000001	-
2414782	OG0001049	0.1	-
2416779	OG0001961	0.07500000000000001	-
2417771	OG0001962	0	-
2419046	OG0001963	0	-
2420374	OG0001964	0	-
2420957	OG0001965	0	-
2421514	OG0001966	0	-
2422681	OG0001967	0.025	-
2424429	OG0001968	0.05	-
2426472	OG0001969	0.05	-
2427516	OG0001970	0.025	-
2428120	OG0001971	0.025	-
2428774	OG0001972	0.025	-
2429555	OG0001973	0	-
2430117	OG0001974	0.025	-
2430765	OG0001975	0.1	-
2432732	OG0001976	0.1	-
2433485	OG0001977	0.05	-
2434183	OG0001978	0.025	-
2435007	OG0001979	0.1	-
2436010	OG0000684	0.15	-
2436951	OG0001980	0.125	-
2438089	OG0001981	0.05	-
2439129	OG0001982	0.025	-
2440236	OG0001983	0.025	-
2441191	OG0001984	0.025	-
2442352	OG0001985	0.025	-
2443294	OG0001986	0.025	-
2444113	OG0001987	0.025	-
2445025	OG0001988	0.025	-
2446166	OG0001989	0.175	-
2447330	OG0000439	0.225	-
2448414	OG0000440	0.175	-
2449878	OG0001050	0.05	-
2451650	OG0001990	0.05	-
2452913	OG0001991	0.05	-
2453360	OG0001992	0.025	-
2454038	OG0001993	0	-
2454855	OG0001994	0.025	-
2455813	OG0001995	0.025	-
2456857	OG0001996	0.025	-
2457764	OG0000685	0.15	-
2458788	OG0001997	0.175	-
2459482	OG0003020	0.125	-
2459982	OG0000352	0.07500000000000001	-
2460470	OG0003021	0.07500000000000001	-
2461115	OG0003022	0.15	-
2462835	OG0000161	0.2	-
2464523	OG0003023	0.2	-
2465614	OG0001998	0.07500000000000001	-
2467132	OG0001999	0.025	-
2468859	OG0002000	0.05	-
2469838	OG0002001	0.1	-
2471022	OG0002002	0.175	-
2472131	OG0002003	0.15	-
2473269	OG0001051	0.7500000000000003	-
2474452	OG0004101	1.5499999999999985	+
2475806	OG0000258	1.8499999999999976	+
2477157	OG0000259	1.2999999999999994	+
2478698	OG0003159	1.1749999999999998	+
2480048	OG0003024	0.37500000000000006	-
2481353	OG0003025	0.4000000000000001	-
2483461	OG0003026	0.5000000000000001	-
2485886	OG0000686	0.5000000000000001	-
2487005	OG0001052	0.4000000000000001	-
2488394	OG0000321	0.35000000000000003	-
2489920	OG0000687	0.175	-
2491373	OG0002004	0.15	-
2492121	OG0003027	0.1	-
2492457	OG0002005	0.1	-
2493391	OG0002006	0.07500000000000001	-
2494962	OG0002007	0.07500000000000001	-
2496806	OG0002008	0.1	-
2498038	OG0000441	0.1	-
2498848	OG0002009	0.2	-
2500527	OG0001053	0.125	-
2502318	OG0002010	0.07500000000000001	-
2503379	OG0001054	0.1	-
2504561	OG0002011	0.1	-
2505370	OG0003028	0.05	-
2506234	OG0002012	0.07500000000000001	-
2507549	OG0003029	0.05	-
2508455	OG0003030	0.025	-
2509378	OG0003031	0.1	-
2510934	OG0003160	0.15	-
2512678	OG0003594	0.125	-
2514570	OG0001055	0.125	-
2514958	OG0003032	0.07500000000000001	-
2515902	OG0001056	0.24999999999999997	-
2517818	OG0004007	0.3	-
2519140	OG0004008	0.24999999999999997	-
2520245	OG0004017	0.27499999999999997	-
2521292	OG0003974	0.325	-
2522176	OG0003161	0.35000000000000003	-
2523228	OG0002013	0.1	-
2523833	OG0003033	0.05	-
2524951	OG0001057	0.05	-
2526529	OG0002014	0.025	-
2527638	OG0002015	0	-
2528689	OG0002016	0	-
2529687	OG0002017	0	-
2530724	OG0002018	0	-
2531883	OG0002019	0.025	-
2532606	OG0001058	0.07500000000000001	-
2533321	OG0002020	0.125	-
2533963	OG0002021	0.07500000000000001	-
2535102	OG0002022	0.025	-
2536078	OG0002023	0	-
2536932	OG0002024	0.025	-
2537857	OG0002025	0.125	-
2538918	OG0002026	0.2	-
2540042	OG0002027	0.5500000000000002	-
2541206	OG0001059	0.5500000000000002	-
2542545	OG0002028	0.225	-
2543378	OG0002029	0.05	-
2543951	OG0002030	0.025	-
2544375	OG0002031	0.025	-
2545236	OG0002032	0.05	-
2546124	OG0001060	0.125	-
2547106	OG0002033	0.6500000000000002	-
2547928	OG0002034	0.5250000000000001	-
2548520	OG0003034	0.5500000000000002	-
2549303	OG0000442	0.6000000000000002	-
2550448	OG0000688	1.8999999999999972	+
2551842	OG0000267	1.8999999999999972	+
2553154	OG0002035	0.325	-
2554530	OG0002036	0.025	-
2555532	OG0002037	0	-
2556662	OG0002038	0.025	-
2557519	OG0002039	0.025	-
2557916	OG0002040	0	-
2558610	OG0002041	0.05	-
2559516	OG0002042	0.05	-
2560265	OG0002043	0	-
2560830	OG0002044	0.025	-
2561250	OG0003035	0.07500000000000001	-
2562850	OG0001061	0.1	-
2564754	OG0000689	0.07500000000000001	-
2566250	OG0003036	0.07500000000000001	-
2567828	OG0002045	0.05	-
2568785	OG0002046	0.025	-
2570130	OG0001062	0.07500000000000001	-
2572176	OG0002047	0.15	-
2574746	OG0000260	0.2	-
2577020	OG0002048	0.15	-
2577765	OG0002049	0.05	-
2578457	OG0002050	0.07500000000000001	-
2578987	OG0001063	0.1	-
2580417	OG0001064	0.24999999999999997	-
2581871	OG0000690	0.8500000000000004	+
2582827	OG0002051	0.9500000000000004	+
2583371	OG0003344	0.24999999999999997	-
2583914	OG0002052	0.225	-
2584887	OG0002053	0.05	-
2585758	OG0002054	0.24999999999999997	-
2586279	OG0002055	4.449999999999996	+
2587143	OG0002056	5.125000000000005	+
2588618	OG0002057	0.9500000000000004	+
2589550	OG0002058	0.05	-
2590241	OG0002059	0.025	-
2591308	OG0002060	0.025	-
2592352	OG0002061	0.025	-
2593508	OG0002062	0.025	-
2594346	OG0002063	0.05	-
2595870	OG0001065	0.05	-
2597678	OG0002064	0.1	-
2599609	OG0000322	0.15	-
2600989	OG0003037	0.125	-
2601187	OG0003038	0.1	-
2601845	OG0002065	0.125	-
2602388	OG0002066	0.225	-
2603540	OG0002067	0.225	-
2605131	OG0002068	0.07500000000000001	-
2606714	OG0002069	0.125	-
2611496	OG0004583	0.15	-
2616131	OG0004565	0.175	-
2617763	OG0004571	0.2	-
2619168	OG0002070	0.15	-
2620075	OG0002071	0.07500000000000001	-
2621518	OG0002072	0.025	-
2622428	OG0002073	0	-
2623393	OG0002074	0	-
2624700	OG0002075	0	-
2625791	OG0002076	0	-
2627158	OG0002077	0	-
2628100	OG0002078	0.05	-
2629603	OG0001066	0.07500000000000001	-
2633258	OG0000443	0.07500000000000001	-
2636368	OG0000691	0.07500000000000001	-
2637672	OG0002079	0.05	-
2638844	OG0002080	0	-
2639645	OG0002081	0	-
2639924	OG0002082	0	-
2641019	OG0002083	0	-
2642218	OG0002084	0	-
2642733	OG0002085	0	-
2643105	OG0002086	0	-
2643933	OG0002087	0	-
2644896	OG0002088	0	-
2645781	OG0002089	0.025	-
2646671	OG0002090	0.05	-
2647645	OG0002091	0.05	-
2648903	OG0000692	1.2249999999999996	+
2650104	OG0001067	2.274999999999996	+
2651254	OG0000246	2.499999999999995	+
2652061	OG0003314	1.699999999999998	+
2653039	OG0003345	1.0000000000000004	+
2654135	OG0003346	0.9000000000000005	+
2655414	OG0002092	0.9000000000000005	+
2656684	OG0002093	0.35000000000000003	-
2658913	OG0000693	0.47500000000000014	-
2661268	OG0000694	0.4250000000000001	-
2662555	OG0001068	0.175	-
2664105	OG0001069	0.15	-
2664914	OG0001070	0.125	-
2665811	OG0001071	0.125	-
2666824	OG0002094	0.15	-
2668037	OG0000695	0.05	-
2671292	OG0000696	0.07500000000000001	-
2674272	OG0001072	0.05	-
2675298	OG0001073	0	-
2675925	OG0001074	0.05	-
2676876	OG0001075	0.27499999999999997	-
2677486	OG0002095	0.37500000000000006	-
2678501	OG0002096	0.15	-
2679056	OG0002097	0	-
2679798	OG0002098	0	-
2680626	OG0002099	0	-
2681416	OG0002100	0	-
2682515	OG0002101	0	-
2683917	OG0002102	0.025	-
2685253	OG0002103	0.025	-
2685968	OG0002104	0	-
2686771	OG0002105	0	-
2687416	OG0002106	0	-
2688923	OG0002107	0	-
2690087	OG0002108	0	-
2691255	OG0002109	0.025	-
2692395	OG0000444	0.05	-
2693232	OG0000697	0.05	-
2693773	OG0002110	0.025	-
2694614	OG0002111	0.025	-
2695525	OG0002112	0.1	-
2696460	OG0000698	0.07500000000000001	-
2697088	OG0002113	0.15	-
2698799	OG0000699	0.125	-
2700920	OG0001076	0.1	-
2701831	OG0000700	0.07500000000000001	-
2702613	OG0000445	0.4000000000000001	-
2705116	OG0000011	0.5250000000000001	-
2705728	OG0003964	0.5250000000000001	-
2706041	OG0000200	0.5250000000000001	-
2713030	OG0000323	0.4500000000000001	-
2714812	OG0002114	0.1	-
