	GCF_001060475.1_ASM106047v1_genomic	GCF_001060695.1_ASM106069v1_genomic	GCF_001061115.1_ASM106111v1_genomic	GCF_001061275.1_ASM106127v1_genomic	GCF_001061295.1_ASM106129v1_genomic	GCF_001062045.1_ASM106204v1_genomic	GCF_001063095.1_ASM106309v1_genomic	GCF_001064675.1_ASM106467v1_genomic	GCF_001076355.1_ASM107635v1_genomic	GCF_001905915.1_ASM190591v1_genomic	GCF_001905945.1_ASM190594v1_genomic	GCF_001905975.1_ASM190597v1_genomic	GCF_001905995.1_ASM190599v1_genomic	GCF_001906025.1_ASM190602v1_genomic	GCF_001906045.1_ASM190604v1_genomic	GCF_001906055.1_ASM190605v1_genomic	GCF_001906065.1_ASM190606v1_genomic	GCF_001906105.1_ASM190610v1_genomic	GCF_001906115.1_ASM190611v1_genomic	GCF_001906135.1_ASM190613v1_genomic	GCF_001906145.1_ASM190614v1_genomic	GCF_001906185.1_ASM190618v1_genomic	GCF_001906195.1_ASM190619v1_genomic	GCF_001906205.1_ASM190620v1_genomic	GCF_001906225.1_ASM190622v1_genomic	GCF_001906265.1_ASM190626v1_genomic	GCF_001906275.1_ASM190627v1_genomic	GCF_001906285.1_ASM190628v1_genomic	GCF_001906295.1_ASM190629v1_genomic	GCF_001906355.1_ASM190635v1_genomic	GCF_001906385.1_ASM190638v1_genomic	GCF_001906425.1_ASM190642v1_genomic	GCF_001906435.1_ASM190643v1_genomic	GCF_001906445.1_ASM190644v1_genomic	GCF_001933015.2_ASM193301v2_genomic	GCF_001933075.2_ASM193307v2_genomic	GCF_002205865.1_ASM220586v1_genomic	GCF_002241885.1_ASM224188v1_genomic	GCF_002247435.1_ASM224743v1_genomic	GCF_002247695.1_ASM224769v1_genomic	GCF_002247815.1_ASM224781v1_genomic	GCF_002247825.1_ASM224782v1_genomic	GCF_002247945.1_ASM224794v1_genomic	GCF_002248245.1_ASM224824v1_genomic	GCF_002248875.1_ASM224887v1_genomic	GCF_002249045.1_ASM224904v1_genomic	GCF_002249645.1_ASM224964v1_genomic	GCF_002290405.1_ASM229040v1_genomic	GCF_002290435.1_ASM229043v1_genomic	GCF_002290485.1_ASM229048v1_genomic	GCF_002317935.1_ASM231793v1_genomic	GCF_003336935.1_ASM333693v1_genomic	Total
OG0003266	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	46
OG0003267	0	0	1	1	4	0	2	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	2	1	1	1	1	0	1	1	0	1	46
OG0003268	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	46
OG0003269	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	46
OG0003270	0	0	0	0	0	0	0	1	1	1	1	1	1	2	1	2	2	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	3	1	1	0	2	0	0	1	2	1	2	2	1	1	1	0	1	46
OG0003271	0	0	0	0	0	0	0	1	1	2	1	2	1	2	1	2	2	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	2	1	2	0	2	0	0	1	2	1	2	2	0	1	0	0	1	46
OG0003272	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	0	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45
OG0003273	1	1	2	0	0	1	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	45
OG0003274	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	2	1	1	45
OG0003275	1	1	0	2	2	1	2	2	1	0	0	0	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	0	2	1	2	1	1	1	1	0	1	1	45
OG0003276	2	2	1	1	1	2	2	1	1	1	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	1	1	0	1	3	3	3	1	1	3	2	1	0	45
OG0003277	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	45
OG0003278	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	45
OG0003279	1	1	1	1	1	1	1	1	0	0	2	0	2	0	1	0	0	2	2	0	1	2	2	1	1	0	2	2	0	0	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	45
OG0003280	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45
OG0003281	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45
OG0003282	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	45
OG0003283	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	45
OG0003284	0	0	1	1	1	0	2	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	45
OG0003285	0	0	1	1	1	0	2	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	45
OG0003286	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	45
OG0003287	0	0	1	1	1	0	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	0	1	0	1	1	2	1	0	0	0	0	1	1	1	1	1	1	45
OG0003288	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	45
OG0003289	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	0	1	1	2	1	1	1	2	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	45
OG0003290	0	0	1	1	1	0	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45
OG0003291	0	0	1	1	1	0	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45
OG0003292	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45
OG0003293	0	0	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	45
OG0003294	0	0	1	1	1	0	1	1	1	2	0	2	0	1	0	1	1	0	0	2	0	0	0	1	1	1	0	0	2	1	1	2	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	45
OG0003295	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45
OG0003296	0	0	1	1	1	0	0	1	1	0	1	0	1	2	1	2	2	1	1	0	1	1	1	1	1	2	1	1	2	2	1	1	2	0	1	0	1	0	1	1	1	1	0	0	0	0	1	1	1	1	2	0	45
OG0003297	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	45
OG0003298	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	45
OG0003299	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45
OG0003300	0	0	1	2	2	0	2	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	0	1	1	2	1	0	1	0	1	1	0	1	45
OG0003301	0	0	2	3	3	0	1	3	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	0	1	1	1	1	1	1	0	0	0	0	2	2	0	1	0	1	2	0	1	0	0	0	45
OG0003302	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	45
OG0003303	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	45
OG0003304	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	45
OG0003305	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	45
OG0003306	0	0	0	2	1	0	1	0	0	2	1	1	2	2	1	2	1	3	1	2	1	1	1	2	1	2	1	1	1	2	1	1	0	1	1	0	0	1	1	0	0	0	2	0	0	0	0	1	0	0	0	1	45
OG0003307	0	0	0	1	1	0	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	45
OG0003308	0	0	0	0	0	0	1	0	0	1	2	1	2	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	0	1	1	1	2	1	1	1	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	2	45
OG0003309	0	0	0	0	0	0	1	0	0	0	2	0	2	1	2	1	1	2	2	0	2	2	2	2	2	1	2	2	1	1	2	1	1	1	1	0	0	1	0	2	0	0	1	0	1	1	0	0	0	0	0	2	45
OG0003310	0	0	0	0	0	0	0	0	0	0	2	0	3	1	3	1	1	2	2	1	3	3	3	1	1	1	1	2	2	1	1	1	2	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	2	45
OG0003311	2	2	0	1	1	2	1	0	0	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	2	0	0	0	0	0	1	44
OG0003312	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	0	2	3	0	0	4	1	0	2	2	1	1	0	1	1	0	1	1	0	0	1	1	44
OG0003313	1	1	0	0	0	1	0	0	0	0	2	0	2	1	2	1	1	2	2	2	2	2	2	1	1	1	2	2	2	1	1	2	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	44
OG0003314	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	44
OG0003315	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003316	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	44
OG0003317	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003318	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003319	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003320	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	44
OG0003321	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003322	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	44
OG0003323	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	44
OG0003324	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	44
OG0003325	0	0	1	1	1	0	1	1	1	0	2	0	2	1	1	1	1	0	2	1	2	2	0	1	1	1	2	1	0	1	1	0	0	1	1	0	0	1	1	0	1	1	1	2	1	0	1	0	0	1	1	2	44
OG0003326	0	0	1	1	1	0	1	1	0	0	1	0	1	2	1	2	2	0	1	1	1	1	1	2	2	2	1	0	0	2	2	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	44
OG0003327	0	0	1	1	1	0	2	1	1	2	2	2	1	0	2	0	0	0	2	2	1	2	1	0	0	0	1	0	0	0	0	1	0	0	0	1	2	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	44
OG0003328	0	0	2	1	1	0	2	1	0	1	1	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	3	0	2	1	1	0	1	3	3	1	0	0	1	0	1	1	0	1	1	1	0	44
OG0003329	0	0	1	1	1	0	2	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	44
OG0003330	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003331	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003332	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003333	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003334	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003335	0	0	1	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	2	1	1	44
OG0003336	0	0	1	1	1	0	1	1	1	2	0	2	0	1	0	1	1	0	0	2	0	0	0	1	1	1	0	0	1	1	1	0	1	2	1	2	1	2	1	1	1	1	1	2	1	2	1	1	0	1	1	0	44
OG0003337	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003338	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003339	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	44
OG0003340	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	44
OG0003341	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	44
OG0003342	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	44
OG0003343	0	0	1	1	1	0	1	1	2	1	1	0	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	1	1	2	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	2	1	0	1	0	44
OG0003344	0	0	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	44
OG0003345	0	0	0	1	1	0	0	1	1	1	0	1	0	3	1	3	2	1	0	0	1	0	0	0	0	2	0	0	1	2	0	1	1	1	2	3	1	2	0	1	0	0	1	2	1	2	2	1	1	0	0	0	44
OG0003346	0	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	44
OG0003347	0	0	0	1	1	0	1	1	1	2	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0	1	1	44
OG0003348	0	0	0	3	3	0	1	2	0	0	1	0	1	1	1	1	1	3	1	0	2	1	1	1	1	1	1	1	1	1	1	2	1	0	1	2	0	0	0	1	0	0	1	2	1	1	1	0	0	0	0	0	44
OG0003349	0	0	0	0	0	0	1	0	0	0	2	0	2	1	2	1	1	2	2	1	2	2	2	1	1	1	2	2	1	1	1	0	1	1	1	2	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	2	44
OG0003350	0	0	0	0	0	0	1	0	1	1	1	1	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	2	1	2	0	2	1	1	2	0	2	0	0	0	0	1	0	2	1	0	0	0	0	1	2	44
OG0003351	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1	2	2	2	2	1	1	2	2	2	2	2	2	2	1	2	2	1	1	2	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	44
OG0003352	1	1	1	1	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43
OG0003353	2	2	1	1	1	2	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	43
OG0003354	3	1	1	1	1	3	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	2	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	43
OG0003355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	43
OG0003356	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	43
OG0003357	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	43
OG0003358	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	43
OG0003359	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	43
OG0003360	1	1	1	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	43
OG0003361	1	1	1	1	1	1	1	1	1	2	0	2	0	1	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	43
OG0003362	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43
OG0003363	0	0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1	1	43
OG0003364	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	43
OG0003365	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	43
OG0003366	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	43
OG0003367	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	43
OG0003368	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	43
OG0003369	0	0	1	1	1	0	2	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	0	1	1	1	1	0	0	0	1	1	1	43
OG0003370	0	0	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	1	43
OG0003371	0	0	1	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	43
OG0003372	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	43
OG0003373	0	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	43
OG0003374	0	0	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	3	1	1	1	0	1	1	0	1	43
OG0003375	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	43
OG0003376	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	43
OG0003377	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	43
OG0003378	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	0	1	1	43
OG0003379	0	0	0	1	1	0	1	1	1	1	0	2	0	2	0	2	1	0	0	0	0	0	0	1	1	0	0	0	1	2	1	2	1	1	0	3	0	2	1	5	0	0	1	1	2	4	0	1	0	0	0	0	43
